2025-12-08 23:39:14 | INFO     | ======================================================================
2025-12-08 23:39:14 | INFO     | MOB HUNTER v3.0 - CENTER-OUT + BINARY HEALTH
2025-12-08 23:39:14 | INFO     | ======================================================================
2025-12-08 23:39:14 | INFO     | Log directory: logs/session_20251208_233914
2025-12-08 23:39:14 | INFO     | Screen: 1920x1080
2025-12-08 23:39:14 | INFO     | Strategy: Attack closest to center first
2025-12-08 23:39:14 | INFO     | Health: Binary (ALIVE/DEAD) detection
2025-12-08 23:39:14 | INFO     | Pet Filter: Via nameplate class detection
2025-12-08 23:39:14 | INFO     | ======================================================================
2025-12-08 23:39:14 | INFO     | 
🚀 Bot started! Press Ctrl+C to stop.

2025-12-08 23:39:14 | INFO     | 💡 Controls: CapsLock = Pause/Resume | O = Toggle Overlay

2025-12-08 23:39:14 | INFO     | ⌨️  Global keyboard listener active (works in any window)

2025-12-08 23:39:14 | INFO     | 📋 Configuration:
2025-12-08 23:39:14 | INFO     |    Death Detection: ✅ Enabled
2025-12-08 23:39:14 | INFO     |    Death Screenshots: ✅ Enabled
2025-12-08 23:39:14 | INFO     |    Error Screenshots: ✅ Enabled
2025-12-08 23:39:14 | INFO     |    Periodic Screenshots: ❌ Disabled
2025-12-08 23:39:14 | INFO     |    Buffer Interval: 120s
2025-12-08 23:39:14 | INFO     |    Overlay: ✅ Enabled
2025-12-08 23:39:14 | INFO     | 
2025-12-08 23:39:14 | INFO     | 🖥️  Click-through overlay starting...
2025-12-08 23:39:14 | INFO     | 
Running INITIAL buffer sequence...
2025-12-08 23:39:14 | INFO     | 
============================================================
2025-12-08 23:39:14 | INFO     | RUNNING BUFFER SEQUENCE
2025-12-08 23:39:14 | INFO     | ============================================================
2025-12-08 23:39:14 | INFO     |   [1/6] Pressing: F2
2025-12-08 23:39:14 | INFO     |   [2/6] Pressing: 1
2025-12-08 23:39:14 | INFO     |   [3/6] Pressing: 2
2025-12-08 23:39:14 | INFO     |       Waiting 1.0s...
2025-12-08 23:39:14 | INFO     | ✅ Overlay is now CLICK-THROUGH and transparent
2025-12-08 23:39:15 | INFO     |   [4/6] Pressing: 3
2025-12-08 23:39:15 | INFO     |       Waiting 1.0s...
2025-12-08 23:39:16 | INFO     |   [5/6] Pressing: 4
2025-12-08 23:39:17 | INFO     |       Waiting 1.0s...
2025-12-08 23:39:18 | INFO     |   [6/6] Pressing: F1
2025-12-08 23:39:18 | INFO     | ============================================================
2025-12-08 23:39:18 | INFO     | Buffer sequence complete (Total: 1)
2025-12-08 23:39:18 | INFO     | Next buffer in 120s (2m)
2025-12-08 23:39:18 | INFO     | ============================================================

2025-12-08 23:39:18 | INFO     | 
======================================================================
2025-12-08 23:39:18 | INFO     | CYCLE #1
2025-12-08 23:39:18 | INFO     | ======================================================================
2025-12-08 23:39:18 | DEBUG    | Death detection: Gold=2018, Dark=56550, Brown=4343, White=864
2025-12-08 23:39:18 | WARNING  | 💀 DEATH DETECTED - Player is dead!
2025-12-08 23:39:18 | WARNING  |    Indicators: Gold=True, Dark=True, Brown=True, Text=True
2025-12-08 23:39:18 | WARNING  | ⚠️  Player is dead - pausing hunting
2025-12-08 23:39:18 | INFO     | 📸 Screenshot saved: 0001_233918_DEATH_death_1.png
2025-12-08 23:39:18 | INFO     | 
======================================================================
2025-12-08 23:39:18 | INFO     | 💀 DEATH HANDLER ACTIVATED
2025-12-08 23:39:18 | INFO     | ======================================================================
2025-12-08 23:39:18 | INFO     | Death #1
2025-12-08 23:39:18 | INFO     | Waiting 2.0s before reviving...
2025-12-08 23:39:20 | INFO     | Pressing F4 (open revive menu)...
2025-12-08 23:39:20 | INFO     | Pressing 0 (resurrect at specified point)...
2025-12-08 23:39:21 | INFO     | Waiting for respawn (3s)...
2025-12-08 23:39:24 | INFO     | ✅ Revive sequence completed!
2025-12-08 23:39:24 | INFO     | ======================================================================

2025-12-08 23:39:24 | INFO     | 🔄 Running buffer sequence after revive...
2025-12-08 23:39:24 | INFO     | 
============================================================
2025-12-08 23:39:24 | INFO     | RUNNING BUFFER SEQUENCE
2025-12-08 23:39:24 | INFO     | ============================================================
2025-12-08 23:39:24 | INFO     |   [1/6] Pressing: F2
2025-12-08 23:39:24 | INFO     |   [2/6] Pressing: 1
2025-12-08 23:39:24 | INFO     |   [3/6] Pressing: 2
2025-12-08 23:39:24 | INFO     |       Waiting 1.0s...
2025-12-08 23:39:25 | INFO     |   [4/6] Pressing: 3
2025-12-08 23:39:25 | INFO     |       Waiting 1.0s...
2025-12-08 23:39:26 | INFO     |   [5/6] Pressing: 4
2025-12-08 23:39:26 | INFO     |       Waiting 1.0s...
2025-12-08 23:39:27 | INFO     |   [6/6] Pressing: F1
2025-12-08 23:39:27 | INFO     | ============================================================
2025-12-08 23:39:27 | INFO     | Buffer sequence complete (Total: 2)
2025-12-08 23:39:27 | INFO     | Next buffer in 120s (2m)
2025-12-08 23:39:27 | INFO     | ============================================================

2025-12-08 23:39:27 | INFO     | ✅ Ready to resume hunting!
2025-12-08 23:39:28 | INFO     | 
======================================================================
2025-12-08 23:39:28 | INFO     | CYCLE #2
2025-12-08 23:39:28 | INFO     | ======================================================================
2025-12-08 23:39:28 | DEBUG    | Death detection: Gold=2468, Dark=55613, Brown=5011, White=947
2025-12-08 23:39:28 | WARNING  | 💀 DEATH DETECTED - Player is dead!
2025-12-08 23:39:28 | WARNING  |    Indicators: Gold=True, Dark=True, Brown=True, Text=True
2025-12-08 23:39:28 | WARNING  | ⚠️  Player is dead - pausing hunting
2025-12-08 23:39:28 | INFO     | 📸 Screenshot saved: 0002_233928_DEATH_death_2.png
2025-12-08 23:39:28 | INFO     | 
======================================================================
2025-12-08 23:39:28 | INFO     | 💀 DEATH HANDLER ACTIVATED
2025-12-08 23:39:28 | INFO     | ======================================================================
2025-12-08 23:39:28 | INFO     | Death #2
2025-12-08 23:39:28 | INFO     | Waiting 2.0s before reviving...
2025-12-08 23:39:30 | INFO     | Pressing F4 (open revive menu)...
2025-12-08 23:39:31 | INFO     | Pressing 0 (resurrect at specified point)...
2025-12-08 23:39:31 | INFO     | Waiting for respawn (3s)...
2025-12-08 23:39:34 | INFO     | ✅ Revive sequence completed!
2025-12-08 23:39:34 | INFO     | ======================================================================

2025-12-08 23:39:34 | INFO     | 🔄 Running buffer sequence after revive...
2025-12-08 23:39:34 | INFO     | 
============================================================
2025-12-08 23:39:34 | INFO     | RUNNING BUFFER SEQUENCE
2025-12-08 23:39:34 | INFO     | ============================================================
2025-12-08 23:39:34 | INFO     |   [1/6] Pressing: F2
2025-12-08 23:39:34 | INFO     |   [2/6] Pressing: 1
2025-12-08 23:39:34 | INFO     |   [3/6] Pressing: 2
2025-12-08 23:39:34 | INFO     |       Waiting 1.0s...
